Open_time,Open,High,Low,Close,Volume,1w_ema10,1w_ema20,1w_ema50,1w_rsi,1w_rsi7,1w_macd,1w_macd_sig,1w_macd_hist,1w_bb_w,1w_bb_pct,1w_atr,1w_adx,1w_stoch_k,1w_stoch_d,1w_willr,1w_cci,1w_roc,1w_mom,1w_pvs_ema10,1w_pvs_ema20,1w_ret,1w_obv,1w_mfi,1M_ema10,1M_ema20,1M_ema50,1M_rsi,1M_rsi7,1M_macd,1M_macd_sig,1M_macd_hist,1M_bb_w,1M_bb_pct,1M_atr,1M_adx,1M_stoch_k,1M_stoch_d,1M_willr,1M_cci,1M_roc,1M_mom,1M_pvs_ema10,1M_pvs_ema20,1M_ret,1M_obv,1M_mfi
2021-07-18,16.112,17.168,16.024,16.305,2646507.712,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,19614843.754,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-19,16.311,16.791,15.398,15.742,3004534.037,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,19614843.754,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-20,15.735,15.97,14.394,14.554,3276914.078,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,19614843.754,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-21,14.569,16.876,14.013,16.727,3689271.238,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,19614843.754,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-22,16.727,17.617,16.066,17.579,2957017.843,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,19614843.754,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-23,17.572,18.692,16.933,18.603,2570278.497,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,19614843.754,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-24,18.6,18.941,18.031,18.239,2296503.764,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,19614843.754,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-25,18.243,18.446,17.242,18.285,1820324.297,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,19614843.754,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-26,18.273,20.319,18.174,18.527,4348247.683,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,40107977.615,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
2021-07-27,18.525,19.245,17.67,18.887,2480974.86,25.3425,24.422250000000002,15.689700000000006,61.01404928766492,61.541065459315355,-4.566861938771918,-4.079257155653282,-0.48760478311863586,0.5505475958880125,-0.08697592732922217,5.656857142857143,16.148896809959865,44.99236121538703,60.1113117427507,-32.30442030235099,35.424671584274705,42.193054416188126,7.715,-0.05139587686637248,-0.32315818594799495,0.20202351654361483,40107977.615,53.3690111719107,16.217999999999996,11.260850000000001,9.088940000000001,18.06267806267806,9.817858729453574,-1.2765227068842604,-2.769292638381622,1.4927699314973615,2.640868356019963,0.3251807063393057,6.115,61.78675278021513,11.607495547769508,13.675675586103507,-88.85327635327636,-72.14080129959565,-82.98162014976174,-24.38,-0.6485386609640285,-0.4616747408395684,-0.1991150442477876,84305932.299,30.831628663101103
