Open_time,Open,High,Low,Close,Volume,Close,w_ema_10,w_ema_20,w_ema_50,w_sma_20,w_adx,w_macd,w_macd_signal,w_macd_hist,w_rsi,w_rsi_7,w_stoch_k,w_stoch_d,w_williams_r,w_cci,w_roc_10,w_momentum,w_bb_width,w_bb_pct,w_atr,w_atr_pct,w_price_vs_ema10,w_price_vs_ema20,w_price_vs_ema50,w_returns,Close,m_ema_10,m_ema_20,m_ema_50,m_sma_20,m_adx,m_macd,m_macd_signal,m_macd_hist,m_rsi,m_rsi_7,m_stoch_k,m_stoch_d,m_williams_r,m_cci,m_roc_10,m_momentum,m_bb_width,m_bb_pct,m_atr,m_atr_pct,m_price_vs_ema10,m_price_vs_ema20,m_price_vs_ema50,m_returns
2021-07-18,26.789,27.756,26.233,26.673,1727601.788,28.248,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-19,26.679,26.71,23.975,24.509,3131177.977,28.248,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-20,24.524,24.982,22.1,23.474,3555428.542,28.248,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-21,23.484,27.461,22.8,26.7,4561993.007,28.248,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-22,26.706,28.17,25.91,27.699,2643783.144,28.248,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-23,27.7,28.713,26.385,28.516,3040520.321,28.248,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-24,28.53,29.548,28.013,28.616,2678108.81,28.248,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-25,28.626,28.898,26.5,28.248,2350991.534,28.248,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-26,28.247,31.115,27.83,28.184,6221691.897,34.165,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
2021-07-27,28.183,28.95,26.893,28.103,3008374.757,34.165,92.5289,146.32594999999998,116.47037999999995,146.32594999999998,46.77939878853562,-6.683360952707048,13.46217537310818,-20.14553632581523,78.80966395724897,100.0,76.962287250284,85.28922081940073,-7.1480144404332195,101.49042480836529,512.3619371282922,144.732,1.8835481507016882,0.681791993800161,38.08385714285714,0.1880777181236463,0.4659203773091434,0.34241397373466587,-0.7133176692649237,0.2094661568960634,108.27,128.29899999999998,77.3755,106.76520000000001,77.3755,7.366540254430311,10.265206124606053,-17.13321664446907,27.398422769075122,38.978658980405854,53.11720698254364,14.803244999813513,19.75603522310452,-96.84242009912835,-96.72909709303512,-68.81869400572643,-74.50999999999999,3.2161000241166944,0.2740964467424489,53.78071428571428,1.651741839241839,-0.6432552085363097,-0.7265284230796569,0.9545694664553619,0.30571718851020613
