Open_time,Open,High,Low,Close,Volume
2021-08-01,2531.1,3476.0,2442.32,3429.2,21436438.89134
2021-09-01,3429.19,4027.88,2652.0,3000.61,17261458.33691
2021-10-01,3000.62,4460.47,2969.07,4287.21,14410441.89498
2021-11-01,4287.48,4868.0,3913.0,4630.26,12756119.36968
2021-12-01,4630.25,4778.75,3503.68,3676.23,12944994.6731
2022-01-01,3676.22,3900.73,2159.0,2686.94,13966551.02275
2022-02-01,2686.94,3283.66,2300.0,2920.95,14131677.98022
2022-03-01,2920.83,3481.87,2445.0,3281.51,14266235.7133
2022-04-01,3281.51,3580.34,2709.26,2726.66,12949941.312
2022-05-01,2726.67,2965.85,1703.0,1941.9,24777431.00913
2022-06-01,1941.9,1972.58,881.56,1071.01,40584115.82385
2022-07-01,1071.02,1784.79,1006.32,1678.12,38630369.93046
2022-08-01,1678.12,2030.0,1422.08,1554.1,26075507.3157
2022-09-01,1554.11,1789.0,1220.0,1328.72,22545307.0992
2022-10-01,1328.71,1663.06,1190.0,1572.69,16768090.4141
2022-11-01,1572.69,1680.0,1073.53,1294.46,23158646.7442
2022-12-01,1294.46,1352.72,1150.51,1196.13,10466310.2787
2023-01-01,1196.13,1679.26,1190.57,1585.33,14091007.0828
2023-02-01,1585.32,1742.97,1461.93,1605.23,13176410.4841
2023-03-01,1605.24,1857.16,1368.39,1821.52,20803771.4363
2023-04-01,1821.52,2141.54,1762.77,1870.09,14307106.2608
2023-05-01,1870.08,2019.0,1740.0,1873.63,11277172.8598
2023-06-01,1873.63,1948.6,1626.01,1933.79,10385952.6378
2023-07-01,1933.8,2029.11,1826.0,1856.14,7059027.6746
2023-08-01,1856.13,1879.74,1550.0,1645.76,7456380.6685
2023-09-01,1645.77,1694.32,1531.01,1670.89,6037582.383
2023-10-01,1670.89,1865.54,1521.0,1814.67,8141249.517
2023-11-01,1814.67,2136.99,1777.11,2051.96,11382319.5486
2023-12-01,2051.95,2445.8,2045.04,2281.87,11869847.2762
2024-01-01,2281.87,2717.32,2100.0,2283.14,13221129.0566
2024-02-01,2283.15,3522.81,2240.0,3340.09,12127707.2989
2024-03-01,3340.1,4093.92,3056.56,3645.29,17665326.0855
2024-04-01,3645.29,3730.71,2852.0,3014.05,12887073.7799
2024-05-01,3014.04,3977.0,2817.0,3762.29,11599042.9138
2024-06-01,3762.29,3887.47,3240.0,3438.16,7615636.878
2024-07-01,3438.16,3562.82,2810.0,3232.74,8935241.1295
2024-08-01,3232.74,3242.57,2111.0,2513.01,12527905.13
2024-09-01,2513.0,2728.6,2150.55,2602.23,7928515.7252
2024-10-01,2602.24,2769.48,2310.0,2518.61,8867194.2538
2024-11-01,2518.61,3738.98,2357.59,3703.6,18365244.9426
2024-12-01,3703.59,4107.8,3101.9,3337.78,16749304.776
2025-01-01,3337.78,3744.83,2920.0,3300.99,14733980.4331
2025-02-01,3300.99,3331.98,2076.26,2237.59,19972378.4816
2025-03-01,2237.59,2550.58,1754.28,1822.43,17687083.7956
2025-04-01,1822.43,1957.0,1385.05,1793.61,19948440.9288
2025-05-01,1793.62,2788.0,1752.0,2528.06,21910230.8688
2025-06-01,2528.06,2879.22,2111.89,2485.47,16291573.096
2025-07-01,2485.47,3941.0,2373.0,3698.39,19611925.2237
2025-08-01,3698.39,4956.78,3354.28,4391.83,20648987.36528
2025-09-01,4391.83,4769.36,3815.0,4145.15,12044996.3135
2025-10-01,4145.15,4755.0,3435.0,3847.99,17216579.7377
2025-11-01,3848.0,3918.23,2623.57,2991.26,17753757.8875
2025-12-01,2991.25,3447.44,2716.04,2971.64,11838964.971
2026-01-01,2971.65,3402.89,2250.0,2451.95,11307466.1546
2026-02-01,2451.96,2475.98,1747.8,1964.51,19349830.7847
2026-03-01,1964.51,2386.02,1907.41,2105.43,12656614.111
2026-04-01,2105.43,2464.91,2017.04,2257.51,8530125.8075
2026-05-01,2257.51,2423.74,1967.0,2007.01,8161720.9233
2026-06-01,2007.02,2021.5,1505.68,1572.01,10806389.6277
2026-07-01,1572.0,1833.4,1552.92,1800.27,2719761.2999
