timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_width,ema_9,ema_21,ema_50,volume_sma,volume_ratio,price_change,price_change_5,price_change_10,volatility
2025-07-13 18:00:00,2991.83,3001.87,2987.27,2994.0,9949.1015,,0.0,0.0,0.0,,,,,2994.0,2994.0,2994.0,,,,,,
2025-07-13 19:00:00,2994.0,3010.65,2988.1,2989.45,14448.7865,,-0.3629629629631381,-0.07259259259262762,-0.2903703703705105,,,,,2993.09,2993.5863636363633,2993.8215686274507,,,-0.0015197060788243455,,,
2025-07-13 20:00:00,2989.46,2998.92,2980.12,2991.91,10243.5015,,-0.4469600084416925,-0.14746607576244058,-0.2994939326792519,,,,,2992.8540000000003,2993.433966942149,2993.7466051518645,,,0.000822893843349215,,,
2025-07-13 21:00:00,2991.9,2991.91,2940.24,2964.99,30991.8366,,-2.6551404855722467,-0.6490009577244018,-2.0061395278478447,,,,,2987.2812000000004,2990.84815176559,2992.6188951459094,,,-0.008997596852846512,,,
2025-07-13 22:00:00,2964.99,2969.68,2946.31,2959.2,20431.8635,,-4.81681874559672,-1.4825645152988656,-3.334254230297854,,,,,2981.6649600000005,2987.9710470596274,2991.308350238227,,,-0.0019527890481924048,,,
2025-07-13 23:00:00,2959.19,2979.47,2953.96,2972.03,11091.8128,,-5.432073009198575,-2.2724662140788077,-3.1596067951197675,,,,,2979.7379680000004,2986.5218609632975,2990.5523365033946,,,0.004335631251689787,-0.007338009352037322,,
2025-07-14 00:00:00,2972.03,2988.0,2967.66,2975.41,15741.2296,,-5.582576229864571,-2.9344882172359608,-2.6480880126286106,,,,,2978.8723744000004,2985.5116917848154,2989.958519385614,,,0.0011372698122158464,-0.004696516081553415,,
2025-07-14 01:00:00,2975.4,2978.61,2962.81,2974.31,11634.3927,,-5.724622044006082,-3.4925149825899853,-2.232107061416097,,,,,2977.9598995200004,2984.4933561680136,2989.3448519587273,,,-0.00036969694932798003,-0.005882529888933785,,
2025-07-14 02:00:00,2974.3,3016.29,2972.49,3000.59,33654.5905,,-3.6742633850685706,-3.5288646630857023,-0.1453987219828683,,,,,2982.4859196160005,2985.956687425467,2989.7858381564242,,,0.00883566272513625,0.01200678585762538,,
2025-07-14 03:00:00,3000.6,3051.26,2997.0,3037.36,64301.022,,0.907234292276371,-2.6416448720132877,3.5488791642896587,,,,,2993.460735692801,2990.6297158413336,2991.6514915620546,,,0.012254256662856289,0.026412543930792287,,
2025-07-14 04:00:00,3037.35,3058.6,3029.4,3053.01,39621.3764,,5.73482097062606,-0.9663517034854181,6.701172674111478,,,,,3005.3705885542413,2996.300650764849,2994.057707579229,,,0.005152500856006492,0.027247369642971364,0.019709418837675408,
2025-07-14 05:00:00,3053.01,3065.57,3016.91,3040.23,62423.2127,,8.432276961120806,0.9133740294358267,7.51890293168498,,,,,3012.342470843393,3000.294227968044,2995.8683857133765,,,-0.004186032800416739,0.02178523295949142,0.016986402181003335,
2025-07-14 06:00:00,3040.22,3045.01,3020.0,3023.66,38561.7421,,9.12775072049908,2.556249367648477,6.5715013528506026,,,,,3014.6059766747144,3002.4183890618583,2996.958252940303,,,-0.005450245540633447,0.016592083542065206,0.010611950225775546,
2025-07-14 07:00:00,3023.65,3051.26,3022.07,3045.02,35461.0215,63.682686118858534,11.272549241715751,4.299509342461932,6.973039899253819,,,,,3020.6887813397716,3006.2912627835076,2998.843027334801,,,0.007064286328489322,0.014807087939371799,0.02699165933106018,
2025-07-14 08:00:00,3045.02,3045.59,3023.08,3039.77,25378.5181,61.93854661171677,12.405681425099374,5.9207437589894205,6.484937666109953,,,,,3024.5050250718177,3009.334784348643,3000.4480066550045,,,-0.001724126606721832,0.0007934522084969142,0.02722695323060287,
2025-07-14 09:00:00,3039.77,3074.18,3035.21,3044.71,47335.0313,64.38463140358184,13.546161837435648,7.445827374678666,6.100334462756981,,,,,3028.5460200574544,3012.550713044221,3002.1837710999066,,,0.0016251229533814637,-0.0027186285010530886,0.024454665666228115,
2025-07-14 10:00:00,3044.71,3079.39,3029.6,3066.78,45100.898,67.68387736784922,16.04589820792762,9.165841541328458,6.880056666599163,,,,,3036.192816045964,3017.480648222019,3004.7169565469694,,,0.00724863780130125,0.00873289191936144,0.030708372963726083,
2025-07-14 11:00:00,3066.78,3083.0,3050.18,3051.72,35868.2404,71.70094580393321,16.620154359077787,10.656704104878324,5.963450254199463,,,,,3039.298252836771,3020.593316565472,3006.5602131529704,,,-0.004910688083266668,0.009280143931526652,0.026026204396986108,
2025-07-14 12:00:00,3051.71,3057.37,3034.4,3050.94,32421.7723,73.54481059439476,16.8184444563135,11.88905217516536,4.929392281148139,,,,,3041.626602269417,3023.352105968611,3008.300596950893,,,-0.0002555935669064091,0.0019441580022463434,0.01678003326012556,
2025-07-14 13:00:00,3050.93,3065.76,3031.48,3056.26,33973.1614,72.48411723880189,17.20652422530111,12.952546585192511,4.253977640108598,3016.5675,3088.4546577360547,2944.6803422639455,0.04766156085421899,3044.553281815534,3026.3437326987373,3010.18135785478,30931.655570000003,1.0983298751376855,0.001743724884789577,0.005424752530619248,0.006222509020991973,0.01191539021355472
2025-07-14 14:00:00,3056.26,3068.33,3019.51,3029.49,47844.613,62.83341243474123,15.17899100470413,13.397835469094836,1.7811555356092938,3018.3419999999996,3089.6332459673617,2947.0507540326375,0.04723868002192071,3041.5406254524273,3026.629756998852,3010.9385595075337,32826.431145,1.457502729695534,-0.008759071544960362,-0.004998834043308031,-0.007703872571658943,0.011809670005480145
2025-07-14 15:00:00,3029.49,3033.03,2993.2,3012.49,59016.7443,58.42453662842003,12.061362515578821,13.130540878391633,-1.0691783628128118,3019.494,3089.553455171642,2949.4345448283584,0.04640476528295252,3035.730500361942,3025.3443245444105,3010.9994003111597,35054.829034999995,1.6835553310237392,-0.005611505566943564,-0.017702606642798102,-0.00912430967393918,0.011601191320738169
2025-07-14 16:00:00,3012.48,3029.96,2999.91,3025.54,36303.1632,55.84665135679796,10.522350308821842,12.608902764477676,-2.086552455655834,3021.1755000000003,3090.0517164970415,2952.299283502959,0.0455956408338683,3033.692400289554,3025.362113222191,3011.5696199068,36357.81212,0.9984969139556684,0.004331964587434456,-0.008578768694375571,0.0006217630289120368,0.011398910208467079
2025-07-14 17:00:00,3025.54,3025.55,3003.66,3008.86,23223.7414,42.62727649006628,7.866060399723665,11.660334291526874,-3.7942738918032095,3023.369,3087.330032511991,2959.4079674880095,0.04231109898394186,3028.725920231643,3023.8619211110827,3011.4633603026123,35969.40736,0.6456526004881055,-0.005513065436252629,-0.013792470517283162,-0.011875127256963824,0.010577774745985456
2025-07-14 18:00:00,3008.87,3012.96,2983.0,2989.5,32339.4377,33.87989238032395,4.150892403709804,10.15844591396346,-6.007553510253656,3024.8840000000005,3083.671501500162,2966.096498499839,0.03886926011057706,3020.8807361853146,3020.738110100984,3010.6020520554507,36564.78607,0.8844421416301752,-0.006434330610264438,-0.021843691308985558,-0.01653743539807284,0.009717315027644278
2025-07-14 19:00:00,2989.5,3003.51,2985.88,3000.33,29906.8948,39.77132895816247,2.0567762540840704,8.538111981987583,-6.481335727903513,3026.299,3080.9465177459083,2971.6514822540917,0.03611508165314024,3016.770588948252,3018.882827364531,3010.1992264846485,37505.54017,0.7973993885821162,0.0036226793778224575,-0.009625382490122014,-0.0145761008437586,0.009028770413285078
2025-07-14 20:00:00,3000.35,3011.5,2980.97,3003.98,24772.3673,44.596969031407944,0.6838160086035714,6.967252787310781,-6.28343677870721,3027.7275,3078.1004321111404,2977.3545678888595,0.03327441595133015,3014.212471158602,3017.528024876846,3009.9553352499565,37957.097055000006,0.6526412508339279,0.0012165328480533422,-0.002824905642840214,-0.02047750409224014,0.008318603987832547
